# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	db:Trc2_S12	ang:Trc2_S12	db:Trc3_S21	ang:Trc3_S21	db:Trc4_S22	ang:Trc4_S22	
8.501658889254413E+09	-5.253120563040167E+00	-1.535540602550307E+02	-1.933055981313092E+00	-6.087113265674407E+01	-1.931604544822508E+00	-6.094474552906770E+01	-5.350823904170456E+00	-1.554466246076641E+02	
8.518912002386775E+09	-5.266789183652458E+00	-1.536910134205433E+02	-1.907702528261362E+00	-6.110846445179215E+01	-1.907557448739442E+00	-6.117114597636305E+01	-5.372474108324735E+00	-1.556922375993104E+02	
8.536200128675550E+09	-5.276263508486233E+00	-1.538217981210822E+02	-1.911360820791863E+00	-6.153753034190090E+01	-1.909913202502584E+00	-6.159573834553875E+01	-5.393663879748352E+00	-1.559398056699265E+02	
8.553523339175876E+09	-5.289438322450546E+00	-1.537488099865596E+02	-1.928213785421676E+00	-6.166976712399237E+01	-1.926177853375626E+00	-6.174207919991377E+01	-5.408196032571995E+00	-1.559063817881617E+02	
8.570881705086948E+09	-5.292634693060162E+00	-1.537495758694092E+02	-1.922541678292042E+00	-6.158422093964020E+01	-1.920391072672168E+00	-6.169200158128727E+01	-5.424516994374750E+00	-1.560166759209258E+02	
8.588275297752594E+09	-5.305111502772226E+00	-1.539324956441422E+02	-1.922513439118386E+00	-6.162036246117271E+01	-1.921159005688116E+00	-6.170922620683019E+01	-5.419100194823767E+00	-1.563167157749411E+02	
8.605704188661283E+09	-5.296157936603473E+00	-1.541388623380717E+02	-1.908139265793205E+00	-6.186712527668430E+01	-1.907353175180248E+00	-6.192379817055362E+01	-5.424201353268225E+00	-1.566125718981667E+02	
8.623168449446701E+09	-5.277345463205499E+00	-1.542269309414012E+02	-1.911046431072918E+00	-6.217165134418720E+01	-1.909781551723353E+00	-6.223485253540152E+01	-5.415317871574612E+00	-1.567597967742676E+02	
8.640668151887770E+09	-5.297804848361894E+00	-1.539615015653983E+02	-1.928217521412878E+00	-6.210046887610370E+01	-1.926030414094318E+00	-6.219967269137599E+01	-5.432383692891900E+00	-1.565053709058081E+02	
8.658203367909216E+09	-5.292968687707745E+00	-1.540018071207006E+02	-1.920438668833196E+00	-6.204774911595734E+01	-1.918644829319016E+00	-6.216357302061758E+01	-5.427885344480250E+00	-1.565806627670024E+02	
8.675774169581585E+09	-5.309622369368502E+00	-1.542575960885631E+02	-1.917256541364568E+00	-6.205504001931683E+01	-1.917924166178189E+00	-6.213409895622453E+01	-5.441345379122420E+00	-1.568781286943302E+02	
8.693380629121830E+09	-5.320976844754671E+00	-1.545533811264329E+02	-1.905717252058152E+00	-6.225022808677210E+01	-1.904621500918975E+00	-6.230429089101607E+01	-5.459397940337705E+00	-1.571019427150810E+02	
8.711022818893311E+09	-5.317119110577282E+00	-1.546975002323257E+02	-1.899263934797235E+00	-6.248893415198503E+01	-1.898744223470086E+00	-6.253887617093933E+01	-5.468172919427313E+00	-1.572330594496446E+02	
8.728700811406385E+09	-5.352269009894743E+00	-1.546213707209764E+02	-1.920270621269492E+00	-6.256962348225196E+01	-1.916557446352205E+00	-6.264591337909065E+01	-5.502326598593243E+00	-1.570652634223901E+02	
8.746414679318420E+09	-5.369968629783912E+00	-1.545501149226837E+02	-1.913746254774713E+00	-6.243044869371834E+01	-1.911421331421283E+00	-6.250832936047671E+01	-5.519974168720950E+00	-1.569548998672109E+02	
8.764164495434374E+09	-5.386942704078072E+00	-1.548028567488763E+02	-1.898928722612923E+00	-6.251221118052470E+01	-1.897995084919807E+00	-6.254610151086207E+01	-5.540407217426731E+00	-1.572073283526238E+02	
8.781950332706812E+09	-5.384490094233082E+00	-1.549840686497457E+02	-1.875829512302377E+00	-6.260768466561374E+01	-1.874713413782346E+00	-6.262938123620166E+01	-5.550595907941260E+00	-1.574205242293598E+02	
8.799772264236490E+09	-5.393812925680415E+00	-1.552085511492593E+02	-1.873896500695567E+00	-6.288258114888306E+01	-1.871812468653013E+00	-6.291556627597681E+01	-5.569190945202398E+00	-1.575274581419584E+02	
8.817630363272371E+09	-5.407208132435395E+00	-1.551539412615319E+02	-1.872297395675844E+00	-6.297727920605709E+01	-1.870978546023454E+00	-6.304021234474710E+01	-5.586330583665800E+00	-1.574271464660540E+02	
8.835524703212212E+09	-5.417893940688902E+00	-1.550721478438890E+02	-1.874088052488590E+00	-6.302789916746260E+01	-1.873637079468830E+00	-6.306896232330636E+01	-5.603481028155903E+00	-1.573205869061808E+02	
8.853455357602577E+09	-5.426479288907262E+00	-1.552396659698867E+02	-1.859125342143691E+00	-6.312791139188981E+01	-1.859244942928537E+00	-6.314346343540635E+01	-5.622226024144362E+00	-1.575030242049459E+02	
8.871422400139391E+09	-5.440242015493827E+00	-1.556031384151168E+02	-1.854779800190554E+00	-6.339463615983590E+01	-1.853262174238513E+00	-6.341196125466983E+01	-5.652841147937936E+00	-1.579250831834149E+02	
8.889425904668140E+09	-5.446766319320626E+00	-1.556783730626655E+02	-1.846083591258584E+00	-6.358892515292164E+01	-1.845195374092722E+00	-6.361057854905702E+01	-5.668630850861101E+00	-1.580177512801711E+02	
8.907465945184061E+09	-5.474728434611981E+00	-1.555788908874025E+02	-1.865544453645063E+00	-6.364856680421601E+01	-1.862648652038045E+00	-6.370425019217519E+01	-5.704867121538105E+00	-1.579072242234864E+02	
8.925542595832697E+09	-5.481162800016232E+00	-1.554879951479259E+02	-1.859009344337233E+00	-6.362677182220752E+01	-1.858409968775618E+00	-6.368852246057625E+01	-5.727473310431501E+00	-1.579662128778901E+02	
8.943655930909918E+09	-5.492080388940376E+00	-1.557225785403966E+02	-1.851440845756493E+00	-6.389003326050858E+01	-1.850176245321272E+00	-6.391073664470520E+01	-5.740675018051087E+00	-1.582597897850362E+02	
8.961806024862516E+09	-5.497823548088469E+00	-1.561320245170527E+02	-1.849301986056575E+00	-6.413705836824096E+01	-1.848440915808858E+00	-6.413988497179012E+01	-5.763023011318946E+00	-1.588151654744396E+02	
8.979992952288216E+09	-5.491271378229595E+00	-1.562043109394690E+02	-1.855115537339059E+00	-6.426552352639742E+01	-1.852877731898759E+00	-6.428534853705708E+01	-5.762035936373955E+00	-1.589754061907713E+02	
8.998216787936277E+09	-5.496477229663692E+00	-1.560620186747890E+02	-1.865322215955725E+00	-6.417153550981236E+01	-1.862877598456864E+00	-6.424580812853006E+01	-5.778750644957825E+00	-1.588755494948964E+02	
9.016477606707504E+09	-5.491633784127390E+00	-1.560596552134595E+02	-1.862725897313656E+00	-6.430441172522707E+01	-1.862066403308852E+00	-6.431986439606847E+01	-5.770437663888579E+00	-1.589696505000308E+02	
9.034775483654856E+09	-5.490488098960411E+00	-1.562057239974692E+02	-1.850408677471895E+00	-6.451745865393211E+01	-1.850088927806318E+00	-6.449531815636485E+01	-5.774377754033001E+00	-1.591324933206543E+02	
9.053110493983450E+09	-5.483409672069860E+00	-1.565130326104876E+02	-1.861027872401464E+00	-6.474998165292232E+01	-1.857958172744371E+00	-6.474974714388425E+01	-5.790275303132618E+00	-1.595445883635514E+02	
9.071482713051178E+09	-5.484100727944959E+00	-1.564829121857548E+02	-1.874411865074515E+00	-6.463372146239578E+01	-1.870277144622829E+00	-6.468102127601799E+01	-5.797857474714412E+00	-1.594080211007002E+02	
9.089892216368706E+09	-5.494431933594779E+00	-1.563475711317605E+02	-1.858952783242683E+00	-6.457391563425315E+01	-1.859964652647971E+00	-6.462923174079351E+01	-5.811914043313738E+00	-1.592624350816557E+02	
9.108339079600094E+09	-5.495630658054548E+00	-1.562681305494065E+02	-1.854434658519470E+00	-6.480247998646590E+01	-1.855449869762719E+00	-6.479583171342004E+01	-5.817372107631070E+00	-1.591632977875062E+02	
9.126823378562799E+09	-5.510981618317009E+00	-1.564530114655453E+02	-1.844456542783383E+00	-6.508078433563894E+01	-1.842607111546118E+00	-6.505424619016095E+01	-5.842516211111549E+00	-1.593163970106579E+02	
9.145345189228300E+09	-5.516115694147336E+00	-1.567703908361306E+02	-1.862157504935656E+00	-6.516451258731823E+01	-1.859734731771073E+00	-6.516654191841064E+01	-5.869150908170708E+00	-1.596071991052137E+02	
9.163904587722090E+09	-5.520591528226274E+00	-1.568676927439089E+02	-1.861710901229247E+00	-6.509869288522034E+01	-1.859936628608602E+00	-6.513338662573760E+01	-5.883642527674027E+00	-1.595126345076197E+02	
9.182501650324305E+09	-5.525647796157406E+00	-1.569082454646463E+02	-1.844312878557061E+00	-6.508031261867856E+01	-1.845860986322999E+00	-6.508454837087675E+01	-5.883347863946959E+00	-1.593859245220777E+02	
9.201136453469730E+09	-5.519078235465403E+00	-1.569945391599749E+02	-1.833816914497757E+00	-6.536313908640626E+01	-1.834821926744632E+00	-6.532076507895800E+01	-5.899642119593370E+00	-1.594571488711560E+02	
9.219809073748423E+09	-5.535844829039664E+00	-1.573160465725358E+02	-1.848301574019368E+00	-6.570823616842324E+01	-1.843674631554331E+00	-6.570417672796916E+01	-5.928922745870848E+00	-1.595938913099654E+02	
9.238519587905712E+09	-5.541739791104313E+00	-1.575096035949062E+02	-1.860444771037202E+00	-6.564886845259612E+01	-1.858396503214093E+00	-6.567178719094058E+01	-5.955646382566425E+00	-1.596464833798449E+02	
9.257268072842827E+09	-5.530939475939119E+00	-1.576000967626601E+02	-1.844555905559138E+00	-6.554938350895604E+01	-1.845199778656789E+00	-6.557493712858152E+01	-5.960517613508054E+00	-1.595648325037196E+02	
9.276054605616909E+09	-5.532300913457833E+00	-1.577285405501667E+02	-1.839206990979871E+00	-6.564357715333728E+01	-1.840581317402324E+00	-6.563113428877220E+01	-5.979834261278548E+00	-1.595844309546307E+02	
9.294879263441587E+09	-5.536827603890970E+00	-1.578523188392315E+02	-1.825263562347150E+00	-6.601129833994194E+01	-1.823623930486002E+00	-6.597605316886862E+01	-5.981899652898662E+00	-1.596585479022089E+02	
9.313742123687191E+09	-5.575639974948049E+00	-1.578970579405644E+02	-1.841614824174361E+00	-6.620286257921940E+01	-1.837339701572499E+00	-6.621229671723088E+01	-6.035194167179037E+00	-1.597758488996553E+02	
9.332643263880947E+09	-5.566597173210612E+00	-1.579496004407016E+02	-1.844572549855074E+00	-6.609684641949119E+01	-1.844197922713847E+00	-6.611530029360026E+01	-6.049855064809320E+00	-1.598876548267824E+02	
9.351582761707569E+09	-5.577065964461935E+00	-1.581516334046520E+02	-1.847414301226431E+00	-6.600471610898605E+01	-1.846039503633262E+00	-6.604211830616063E+01	-6.066407557972793E+00	-1.600078152833288E+02	
9.370560695009268E+09	-5.567411138866617E+00	-1.583394234491516E+02	-1.823082940741171E+00	-6.606663297073767E+01	-1.824300126760172E+00	-6.606348137925674E+01	-6.062385172523640E+00	-1.602718380124678E+02	
9.389577141786379E+09	-5.579953382790590E+00	-1.584179084965393E+02	-1.808278738578702E+00	-6.647455102115366E+01	-1.805254971459939E+00	-6.646736145478977E+01	-6.064932308333898E+00	-1.604631844560363E+02	
9.408632180197378E+09	-5.617629978860887E+00	-1.584569270869218E+02	-1.846632228087979E+00	-6.668684076078317E+01	-1.841363269120193E+00	-6.672836410569735E+01	-6.109858569204323E+00	-1.606182627780541E+02	
9.427725888559507E+09	-5.585645535664216E+00	-1.584512344206613E+02	-1.844492778054508E+00	-6.652121912344336E+01	-1.843530895917888E+00	-6.656283713999545E+01	-6.083830576419956E+00	-1.606502524920285E+02	
9.446858345348791E+09	-5.561127959110542E+00	-1.586062190452421E+02	-1.825460974177587E+00	-6.643465769194601E+01	-1.828177819160610E+00	-6.646210416375210E+01	-6.067916502749460E+00	-1.607970910449166E+02	
9.466029629200665E+09	-5.525303105234899E+00	-1.588461902678933E+02	-1.803512200674653E+00	-6.666350401782817E+01	-1.802778403546024E+00	-6.662759929306141E+01	-6.030639512388350E+00	-1.610118887332463E+02	
9.485239818909990E+09	-5.569158312534817E+00	-1.587821380501396E+02	-1.804838009658043E+00	-6.704003288517788E+01	-1.799065155770023E+00	-6.706524411614812E+01	-6.033987413846106E+00	-1.608790856768571E+02	
9.504488993431692E+09	-5.576034365172394E+00	-1.586355828854613E+02	-1.828983465804552E+00	-6.720088500158650E+01	-1.827206246038564E+00	-6.725092771553952E+01	-6.062729794889235E+00	-1.607077225001770E+02	
9.523777231880768E+09	-5.550854993670008E+00	-1.587561062379257E+02	-1.835286278884828E+00	-6.700351799372648E+01	-1.835104849852866E+00	-6.704311485736586E+01	-6.049771480245044E+00	-1.605470466519793E+02	
9.543104613532923E+09	-5.540253157218422E+00	-1.591791430193479E+02	-1.817405212137245E+00	-6.702414077484741E+01	-1.818296469003409E+00	-6.703824813074013E+01	-6.045048555290147E+00	-1.607744553527843E+02	
9.562471217824589E+09	-5.555391526468144E+00	-1.592757722747338E+02	-1.788204534150523E+00	-6.725952139064538E+01	-1.784684641835324E+00	-6.729205388472843E+01	-6.042222241043232E+00	-1.607281454723486E+02	
9.581877124353561E+09	-5.599844306099540E+00	-1.591727624599824E+02	-1.813965762102358E+00	-6.764702137207111E+01	-1.810298517871663E+00	-6.772586667025796E+01	-6.100672123348604E+00	-1.604481308525095E+02	
9.601322412879013E+09	-5.601750040033162E+00	-1.591904817022750E+02	-1.832865028101383E+00	-6.753312889119638E+01	-1.832035439412480E+00	-6.759602689647855E+01	-6.122002561239238E+00	-1.601568847165619E+02	
9.620807163322136E+09	-5.591849238060465E+00	-1.597421275928514E+02	-1.817808289561855E+00	-6.741943993920518E+01	-1.818390004557011E+00	-6.746974368098206E+01	-6.101590651346307E+00	-1.604251238979957E+02	
9.640331455766155E+09	-5.575583895605337E+00	-1.602714570055462E+02	-1.784712045876943E+00	-6.753590875751875E+01	-1.784356261345405E+00	-6.754622142908531E+01	-6.098821397426764E+00	-1.609852689428133E+02	
9.659895370456974E+09	-5.596512734338106E+00	-1.604024190288584E+02	-1.780168132085329E+00	-6.786871496727566E+01	-1.773984140211249E+00	-6.794699610020426E+01	-6.107457339518884E+00	-1.610465428856330E+02	
9.679498987803183E+09	-5.625897583467088E+00	-1.601377538321248E+02	-1.797611312318400E+00	-6.802373882247872E+01	-1.795852971985943E+00	-6.811643723153409E+01	-6.148920483523027E+00	-1.607163380754754E+02	
9.699142388376713E+09	-5.604295519098653E+00	-1.601325881231094E+02	-1.786759728693052E+00	-6.784737943658544E+01	-1.787645638734561E+00	-6.792127244203019E+01	-6.131647488640429E+00	-1.605658529354079E+02	
9.718825652912853E+09	-5.602986933578061E+00	-1.609316458970152E+02	-1.784921987521968E+00	-6.787845642711642E+01	-1.785097926980305E+00	-6.791646731602735E+01	-6.128880133988775E+00	-1.612612513879515E+02	
9.738548862310884E+09	-5.592785661244143E+00	-1.609888263303084E+02	-1.761742423963334E+00	-6.790315961727313E+01	-1.757505312638103E+00	-6.797806826263420E+01	-6.119989074237992E+00	-1.613970076627107E+02	
9.758312097634113E+09	-5.623204796493665E+00	-1.610118957004673E+02	-1.748102841757002E+00	-6.818263139468196E+01	-1.745328859218717E+00	-6.830071200655172E+01	-6.129871650403218E+00	-1.616101823327341E+02	
9.778115440110466E+09	-5.630419713829852E+00	-1.607563276132141E+02	-1.752698990706177E+00	-6.840158642533375E+01	-1.752907830403740E+00	-6.845812550463221E+01	-6.140092625665955E+00	-1.614160677625880E+02	
9.797958971132717E+09	-5.623904772747171E+00	-1.611550186001411E+02	-1.754815275481687E+00	-6.841972411005506E+01	-1.755443247887711E+00	-6.847793133328949E+01	-6.137063632021107E+00	-1.616701716689472E+02	
9.817842772258698E+09	-5.613701398796035E+00	-1.614038260544290E+02	-1.740343890122520E+00	-6.839671419328799E+01	-1.739441093546017E+00	-6.843650396662001E+01	-6.129601867847768E+00	-1.619852804050987E+02	
9.837766925211906E+09	-5.616053943995482E+00	-1.613735306955501E+02	-1.720651079953090E+00	-6.847341830865221E+01	-1.717177475537273E+00	-6.857404336368944E+01	-6.113621608958119E+00	-1.621788987104249E+02	
9.857731511881536E+09	-5.638231319067005E+00	-1.612010892207654E+02	-1.709423844011242E+00	-6.873657906196726E+01	-1.711186780104911E+00	-6.882573534090706E+01	-6.120409192659801E+00	-1.621849147823756E+02	
9.877736614323122E+09	-5.615307368649029E+00	-1.611837756672081E+02	-1.709801591294982E+00	-6.911627100027025E+01	-1.710200507572829E+00	-6.917437306410783E+01	-6.110047034315586E+00	-1.620830512493841E+02	
9.897782314758556E+09	-5.594731999674419E+00	-1.618806321450361E+02	-1.712085188874940E+00	-6.916235931520690E+01	-1.714124529065187E+00	-6.920870358503545E+01	-6.081341984563235E+00	-1.626749818286098E+02	
9.917868695576759E+09	-5.589676234877557E+00	-1.622292801474681E+02	-1.703013695477643E+00	-6.914800220461302E+01	-1.698555049687653E+00	-6.921797692737906E+01	-6.066853860920782E+00	-1.630558540132079E+02	
9.937995839333683E+09	-5.602038434742682E+00	-1.618742784845493E+02	-1.685286409370228E+00	-6.927986851309568E+01	-1.684899634482922E+00	-6.940024285306870E+01	-6.059505973261948E+00	-1.627035299874414E+02	
9.958163828752981E+09	-5.572115223167984E+00	-1.614178027886259E+02	-1.666490215718036E+00	-6.959455720766013E+01	-1.670358455361036E+00	-6.965942969229593E+01	-6.027911972958279E+00	-1.619074886167915E+02	
9.978372746726023E+09	-5.612919132800850E+00	-1.619535657687980E+02	-1.705715621502496E+00	-6.998573644965617E+01	-1.707402629105360E+00	-7.004507604340021E+01	-6.082112218120184E+00	-1.621127427473128E+02	
9.998622676312557E+09	-5.594552509539196E+00	-1.627449112501834E+02	-1.704617585719788E+00	-6.992494996523139E+01	-1.703917612606460E+00	-6.998717778996244E+01	-6.058661720884263E+00	-1.626872341029466E+02	
1.001891370074073E+10	-5.597105635592541E+00	-1.622256353590083E+02	-1.677018578207559E+00	-6.957074274793692E+01	-1.674697664342871E+00	-6.963836497882195E+01	-6.051038185591656E+00	-1.621364780602804E+02	
1.003924590340776E+10	-5.627490633407066E+00	-1.625057902639290E+02	-1.677327602954567E+00	-6.965638076859177E+01	-1.676588771742685E+00	-6.971745436180430E+01	-6.082932534301133E+00	-1.622618353133415E+02	
1.005961936787993E+10	-5.636952207173956E+00	-1.627386146837891E+02	-1.654510157848633E+00	-6.978321887491389E+01	-1.656656747076194E+00	-6.984842957670712E+01	-6.089287594649708E+00	-1.623398527639860E+02	
1.008003417789329E+10	-5.629755273133009E+00	-1.629045068649074E+02	-1.641512980738641E+00	-6.995484134069659E+01	-1.642016727077388E+00	-7.002256474434679E+01	-6.079794453776443E+00	-1.623285333035913E+02	
1.010049041735365E+10	-5.627949182387676E+00	-1.631134008150498E+02	-1.638302890364979E+00	-7.011990937252214E+01	-1.637503571775865E+00	-7.020283847565612E+01	-6.076061725388969E+00	-1.624518928177530E+02	
1.012098817033728E+10	-5.656172435413108E+00	-1.633321009096541E+02	-1.634750990821158E+00	-7.024905396997886E+01	-1.634156275765604E+00	-7.034858259414464E+01	-6.087292913651980E+00	-1.626088580735714E+02	
1.014152752109087E+10	-5.667228586602743E+00	-1.635766395043980E+02	-1.624425040038049E+00	-7.040333117410290E+01	-1.626151527002443E+00	-7.050623765766159E+01	-6.098023676538920E+00	-1.628682224476287E+02	
1.016210855403227E+10	-5.668295795942021E+00	-1.637053735485648E+02	-1.609108728745084E+00	-7.058015790153615E+01	-1.610747385430612E+00	-7.068851768579702E+01	-6.093019393907888E+00	-1.630363422143711E+02	
1.018273135375049E+10	-5.664646608185708E+00	-1.638019514644959E+02	-1.610086175542460E+00	-7.076570857227919E+01	-1.610820689347041E+00	-7.088844679082857E+01	-6.084024598864696E+00	-1.632336710798620E+02	
1.020339600500635E+10	-5.681270871235357E+00	-1.639471486740229E+02	-1.606535834142726E+00	-7.091792450832965E+01	-1.607747180128735E+00	-7.105661660777109E+01	-6.084233563096078E+00	-1.635043262487484E+02	
1.022410259273252E+10	-5.679840459428337E+00	-1.640391921406066E+02	-1.608014984200769E+00	-7.106298046606521E+01	-1.611047974223688E+00	-7.120468259174183E+01	-6.078099419242463E+00	-1.637189812441434E+02	
1.024485120203420E+10	-5.672340357949986E+00	-1.641859545992059E+02	-1.592305625289775E+00	-7.123388325631547E+01	-1.594706970289109E+00	-7.138197745385682E+01	-6.064409970293272E+00	-1.640102336241801E+02	
1.026564191818913E+10	-5.677831879450267E+00	-1.642833769156896E+02	-1.590282468515374E+00	-7.144030002798628E+01	-1.592232127294250E+00	-7.158473219284730E+01	-6.060266912946872E+00	-1.642427916737413E+02	
1.028647482664825E+10	-5.686323804137297E+00	-1.643539621041095E+02	-1.595873298436571E+00	-7.159350767288497E+01	-1.596871474314524E+00	-7.174368154963616E+01	-6.050548073766739E+00	-1.644303217368023E+02	
1.030735001303589E+10	-5.698928172789320E+00	-1.644861851762968E+02	-1.601894679671697E+00	-7.175016908695014E+01	-1.603547690391474E+00	-7.189721033529311E+01	-6.056685472841416E+00	-1.645959072361666E+02	
1.032826756315004E+10	-5.696868600421122E+00	-1.647083680711985E+02	-1.590311194326792E+00	-7.185458988559715E+01	-1.592384617936280E+00	-7.200267881326600E+01	-6.050577948626280E+00	-1.647876610216773E+02	
