# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	db:Trc2_S12	ang:Trc2_S12	db:Trc3_S21	ang:Trc3_S21	db:Trc4_S22	ang:Trc4_S22	
8.163841229195632E+09	-5.185801103029799E-01	-1.783605734966474E+02	-5.490504541825236E+01	1.555823424198629E+02	-5.494040284958956E+01	1.551764761369574E+02	-9.462379414169131E-01	1.774633743051341E+02	
8.180408781264757E+09	-4.961581824203127E-01	-1.783794398901878E+02	-5.489480731684288E+01	1.548872227077862E+02	-5.494323543068396E+01	1.545825207433067E+02	-9.287334314167089E-01	1.773991390172746E+02	
8.197009955225115E+09	-4.884956412883398E-01	-1.784680427516514E+02	-5.489343692019943E+01	1.543252602472202E+02	-5.493671115251989E+01	1.538659376015754E+02	-9.277060254869929E-01	1.772546461867024E+02	
8.213644819308295E+09	-5.097695425821256E-01	-1.784941192476197E+02	-5.490845944260614E+01	1.537947967081856E+02	-5.491833515336316E+01	1.534732182844060E+02	-9.512856000039134E-01	1.771714303001997E+02	
8.230313441884494E+09	-5.156660324983662E-01	-1.784346572908904E+02	-5.491246338370088E+01	1.534378332147757E+02	-5.493765226549549E+01	1.530057552455945E+02	-9.584432422923501E-01	1.771743486801480E+02	
8.247015891462520E+09	-5.267546579324566E-01	-1.784236079645088E+02	-5.491843535618795E+01	1.529475420502210E+02	-5.493640511267509E+01	1.525727608039915E+02	-9.696902844450149E-01	1.771903827149017E+02	
8.263752236690347E+09	-5.274673892192141E-01	-1.784781885679919E+02	-5.490120336361699E+01	1.523502334611718E+02	-5.495973786370382E+01	1.518965592827183E+02	-9.670663244277223E-01	1.772017005418131E+02	
8.280522546355128E+09	-5.245725129343647E-01	-1.783047685973421E+02	-5.490879210839793E+01	1.517678009712198E+02	-5.496123613633522E+01	1.515384674571028E+02	-9.719527385626548E-01	1.774107519699231E+02	
8.297326889383747E+09	-5.240653993145948E-01	-1.781799136027420E+02	-5.489710519487203E+01	1.515648823431040E+02	-5.495356613639134E+01	1.510844877117517E+02	-9.767065594305578E-01	1.775711762916295E+02	
8.314165334842830E+09	-5.227397664034469E-01	-1.781850756791396E+02	-5.491762084491640E+01	1.511843738011758E+02	-5.493470946801669E+01	1.508334953202044E+02	-9.785192553066956E-01	1.775968636697022E+02	
8.331037951939301E+09	-5.257013164028763E-01	-1.783066115013052E+02	-5.488256703337270E+01	1.507909645753779E+02	-5.492092626884994E+01	1.503795824159064E+02	-9.775566837777252E-01	1.775284468318884E+02	
